SigUFPrincipal;SigTipoGeracao;DscOrigemCombustivel;DscFonteCombustivel;NomFonteCombustivel;MdaGarantiaFisicaKw;DscTipoOutorga
MS;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;13820.0;Autorização
MS;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;19740.0;Autorização
GO;UTE;Fóssil;Petróleo;Outros Energéticos de Petróleo;0.0;Autorização
MG;UTE;Fóssil;Carvão Mineral;Gás de Alto Forno - CM;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Biomassa;Floresta;Gás de Alto Forno - Biomassa;0.0;Registro
GO;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;21000.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;14800.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;890.0;Registro
AM;UTE;Fóssil;Gás Natural;Gás Natural;60000.0;Autorização
ES;UTE;Fóssil;Outros Fósseis;Calor de Processo - OF;0.0;Autorização
PA;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Biomassa;Floresta;Resíduos Florestais;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;UTE;Biomassa;Floresta;Resíduos Florestais;0.0;Autorização
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;4000.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MS;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;400.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
CE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
CE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
CE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
CE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RN;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RN;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RN;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4800.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;320.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AL;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;9000.0;Autorização
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AM;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;19760.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AL;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
AL;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;20190.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2600.0;Autorização
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;510.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AL;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AM;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;8330.0;Autorização
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;7730.0;Autorização
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;9100.0;Autorização
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;7760.0;Autorização
SE;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PI;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PA;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;81900.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;47000.0;Concessão
GO;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;37100.0;Concessão
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;39100.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;34800.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;182600.0;Concessão
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;28900.0;Concessão
GO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;8500.0;Autorização
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PB;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Biomassa;Floresta;Carvão Vegetal;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Biomassa;Floresta;Gás de Alto Forno - Biomassa;0.0;Autorização
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6350.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Carvão Mineral;Gás de Alto Forno - CM;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PE;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RS;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1720.0;Autorização
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10600.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
RJ;UTE;Biomassa;Resíduos Sólidos Urbanos;Biogás - RU;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
ES;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RJ;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Registro
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
GO;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;4500.0;Autorização
GO;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Biomassa;Resíduos Animais;Biogás - RA;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;170.0;Registro
RN;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1190.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
GO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
MT;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
TO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
DF;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
CE;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
PR;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;14700.0;Autorização
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;18610.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
GO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UTE;Biomassa;Agroindustriais;Casca de Arroz;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
ES;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RJ;UTE;Fóssil;Carvão Mineral;Gás de Alto Forno - CM;0.0;Autorização
GO;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;25600.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;410.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1420.0;Registro
MA;UTE;Fóssil;Carvão Mineral;Carvão Mineral;0.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Biomassa;Floresta;Gás de Alto Forno - Biomassa;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MT;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;147200.0;Concessão
PR;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;188500.0;Concessão
MS;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AL;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
ES;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;9600.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PA;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MS;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Registro
BA;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
AL;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;14700.0;Autorização
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PB;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
BA;UTE;Fóssil;Petróleo;Óleo Combustível;109300.0;Autorização
PB;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;11900.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;680.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10110.0;Autorização
GO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
GO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;12910.0;Autorização
MT;UTE;Biomassa;Floresta;Lenha;0.0;Autorização
MT;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;18420.0;Autorização
BA;UTE;Fóssil;Petróleo;Óleo Combustível;105300.0;Autorização
CE;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;15200.0;Autorização
GO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
BA;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
GO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
ES;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;10900.0;Autorização
PE;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2950.0;Autorização
MA;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SE;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
MS;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;23300.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PI;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RJ;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SE;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;3200.0;Autorização
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2920.0;Autorização
RJ;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Registro
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SC;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Biomassa;Floresta;Licor Negro;33900.0;Autorização
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
BA;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;150.0;Registro
BA;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;50.0;Registro
BA;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;40.0;Registro
MA;UTE;Fóssil;Carvão Mineral;Carvão Mineral;0.0;Autorização
MG;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;11500.0;Autorização
